1492,BankInvest Virksomhedsobligationer IG A,DK0010296813,35278
1495,Balder B,SE0017832488,large cap
1497,Bavarian Nordic,DK0015998017,35267 35202 35237 35252 35263 35264 35203 35238 35268 35253 5390100
1498,Bergman & Beving B,SE0000101362,mid cap
1501,BE Group,SE0008321921,small cap
1502,Beijer Alma B,SE0011090547,large cap
1503,Beijer Ref B,SE0015949748,large cap
1505,Ependion,SE0000671711,mid cap
1507,Beowulf Mining SDB,SE0022240073,spotlight
1508,Betsson B,SE0022726485,large cap
1510,Brøndbyernes IF Fodbold,DK0010247956,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
1511,Bilia A,SE0009921588,large cap
1514,Billerud,SE0000862997,large cap
1515,BioInvent International,SE0015244520,mid cap
1516,Storytel B,SE0007439443,first north
1517,Biohit B,FI0009005482,35255 35240 35244 35241 35202 35237 35252 35263 35205 35266
1518,BioGaia B,SE0017769995,mid cap
1521,BioPorto,DK0011048619,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
1524,Bang & Olufsen,DK0010218429,35239 35204 35265 35269 35267 35202 35237 35252 35263 35254
1588,Getinge B,SE0000202624,large cap
1605,Nordea Bank,FI4000297767,35238 35242 35241 35202 35237 35252 35263 35203 35264 35253 5392391
1607,XACT Sverige (UCITS ETF),SE0001056045,35211
1652,Bong,SE0000396061,small cap
1657,Björn Borg,SE0021921327,small cap
1666,BTS Group B,SE0000805426,mid cap
1667,Bure Equity,SE0000195810,large cap
1669,Swedish Orphan Biovitrum,SE0000872095,large cap
1674,C WorldWide Emerging Markets KL,DK0015945166,35275
1676,C WorldWide Stabile Aktier KL A,DK0010312529,35275
1677,C WorldWide Globale Aktier KL A,DK0010157965,35275
1680,Newcap Holding,DK0010212570,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
1684,Carlsberg A,DK0010181676,35238 35203 35264 35268 35267 35202 35237 35252 35263 35253
1685,Carlsberg B,DK0010181759,35238 35203 35264 35268 35267 35202 35237 35252 35263 35253 5390100
1686,Castellum,SE0000379190,large cap
1687,Catena,SE0001664707,large cap
1691,cBrain,DK0060030286,35267 35202 35237 35252 35263 35239 35204 35265 35269 35254
1697,CellaVision,SE0000683484,mid cap
1698,Hiab B,FI4000571013,35238 35242 35241 35202 35237 35252 35263 35203 35264 35253 5392391
1701,ChemoMetec,DK0060055861,35267 35202 35237 35252 35263 35238 35203 35264 35268 35253
1703,Cloetta,SE0002626861,mid cap
1704,Clas Ohlson B,SE0000584948,large cap
1712,Coloplast B,DK0060448595,35238 35203 35264 35268 35267 35202 35237 35252 35263 35253 5390100
1713,Columbus,DK0010268366,35267 35202 35237 35252 35263 35265 35204 35254 35239 35269
1716,Slottsviken B,SE0018012411,spotlight
1717,Concejo B,SE0000236382,small cap
1719,CapMan,FI0009009377,35239 35243 35241 35202 35237 35252 35263 35204 35265 35254
1723,C-RAD B,SE0002016352,small cap
1725,Componenta,FI4000476783,35255 35240 35244 35241 35202 35237 35252 35263 35205 35266
1728,CTT Systems,SE0000418923,mid cap
1729,Citycon,FI4000369947,35241 35202 35237 35252 35263 35239 35204 35243 35254 35265
1827,XACT Bull (ETF),SE0001342395,35211
1828,SKF B,SE0000108227,large cap
1862,Tele2 B,SE0005190238,large cap
1863,FLSmidth & Co.,DK0010234467,35238 35203 35264 35268 35267 35202 35237 35252 35263 35253
1982,Strategic Investments,DK0010271238,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
1983,Danske Bank,DK0010274414,35238 35203 35264 35268 35267 35202 35237 35252 35263 35253 5390100
1984,Dantax,DK0015205637,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
2000,DFDS,DK0060655629,35238 35203 35264 35268 35267 35202 35237 35252 35263 35253
2004,Diadrom Holding,SE0001606906,4680265
2010,Digia,FI0009007983,35241 35202 35237 35252 35263 35265 35254 35243 35239 35204
2012,Diös Fastigheter,SE0001634262,mid cap
2013,Djurslands Bank,DK0060136273,35267 35202 35237 35252 35263 35239 35204 35265 35269 35254
2014,Danske Inv Europa Højt Udb Akk kl DKK,DK0060058618,35275
2017,Danske Inv Dannebr Mellemla. Obl kl DKKd,DK0010078070,35278
2020,Danske Inv Danmark - Akk kl DKK,DK0016208515,35275
2022,Danske Invest Nye Markeder 2,DK0060080380,35275
2023,Danske Inv Europa Højt Udbytte kl DKK d,DK0016253651,35275
2028,Danske In Select EuIGCB R DKKd,DK0016303936,35278
2031,Danske Inv Europa Small Cap kl DKK d,DK0060046019,35275
2034,Danske InvSelectGlSuFut3 DKK d,DK0060244408,35275
2051,Danske Invest Select Kommuner4,DK0016205685,35278
2059,Danske Inv Europa Akk kl DKKh,DK0016290265,35275
2063,Danske Inv GloLangeIndeksobl Akk kl DKKh,DK0060140705,35278
2071,Danske Inv Danmark Indeks kl DKK d,DK0010266238,35275
2079,Danske Inv Danske Indeksobl KL,DK0015942650,35278
2090,Danske Invest Mix 35 - Akk,DK0060010841,35281
2091,Danske Inv Mix Ob Akk kl DKK h,DK0060010924,35278
2096,Danske Inv Danske Korte Obl kl DKK d,DK0016290422,35278
2097,Danske Inv Danske Lange Obl kl DKKd,DK0016105380,35278
2099,DI Global Sustainable Future kl DKK d,DK0010264530,35275
2102,Danske Inv Globale Obligationsmark KL,DK0016255193,35278
2104,Danske Invest USA Indeks - Akk kl DKK h,DK0016290349,35275
2105,DI Global Sustainable Future 2 KL,DK0010270503,35275
2107,DI Global Sustainable Future-Akk kl DKK,DK0016208788,35275
2111,Scandinavian Investment Group,DK0060038933,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
2116,D\/S Norden,DK0060083210,35267 35202 35237 35252 35263 35264 35253 35268 35238 35203
2119,Drillcon,SE0001770702,first north
2121,DSV,DK0060079531,35238 35203 35264 35268 35267 35202 35237 35252 35263 35253 5390100
2122,Duni,SE0000616716,mid cap
2123,Duroc B,SE0000331266,small cap
2124,Image Systems,SE0006421871,small cap
2129,Outokumpu,FI0009002422,35238 35242 35241 35202 35237 35252 35263 35203 35264 35253 5392391
2187,Nokia,FI0009000681,35210 6405512
2193,Electrolux B,SE0016589188,large cap
2194,MTG B,SE0018012494,mid cap
2260,OMX_Nordic_Large_Cap_EUR_GI,SE0001775578,None
2261,OMX_Nordic_Small_Cap_EUR_GI,SE0001775685,None
2262,OMX_Stockholm_Mid_Cap_GI,SE0001775818,None
2268,OMX_Nordic_Large_Cap_ISK_PI,SE0001933680,None
2275,OMX Copenhagen Benchmark_GI,DK0060487650,None
2276,OMX Stockholm Benchmark_PI,SE0000744203,None
2292,Østasiatiske Kompagni,DK0061277894,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
2293,Bittium,FI0009007264,35239 35243 35241 35202 35237 35252 35263 35204 35265 35254
2295,Eastnine,SE0022050183,mid cap
2301,EgnsINVEST Ejendomme Tyskland,DK0060118453,first north
2304,Sparinvest Bæredygtige Aktier Akk. KL A,DK0060012896,35275
2307,Sparinv Value Emerging Markets KL A,DK0010304856,35275
2326,Sparinv Value Europa KL A,DK0060032571,35275
2327,Elekta B,SE0000163628,large cap
2328,Elanders B,SE0000119299,mid cap
2329,Elecster A,FI0009900658,35255 35240 35244 35241 35202 35237 35252 35263 35205 35266
2330,Elon,SE0001572520,small cap
2332,AGF B,DK0010263722,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
2388,Electrolux A,SE0016589170,large cap
2391,Kakel Max,SE0009921075,first north
2396,Enea,SE0009697220,mid cap
2397,EasyFill B,SE0002039222,spotlight
2398,Eniro Group,SE0011256312,small cap
2618,Ericsson A,SE0000108649,large cap
2619,Erria,DK0060101483,first north
2670,Etteplan,FI0009008650,35241 35202 35237 35252 35263 35239 35243 35204 35265 35254
2671,Nidhogg Resources Holding,SE0023468624,spotlight
2678,Ework Group,SE0002402701,mid cap
2679,Exel Composites,FI4000602172,35255 35240 35244 35241 35202 35237 35252 35263 35205 35266
2682,Fabege,SE0011166974,large cap
2683,Fagerhult Group,SE0010048884,mid cap
2684,FastPassCorp,DK0060568145,first north
2690,FirstFarms,DK0060056166,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
2692,Finnair,FI4000567029,35241 35202 35237 35252 35263 35243 35239 35204 35265 35254
2694,Nordea Invest Basis 4 KL 1,DK0060075893,35281
2700,Fingerprint Cards B,SE0026141665,small cap
2703,Firefly,SE0000395428,first north
2704,First North All-Share DKK,SE0001718719,None
2705,First North All-Share EUR,SE0001718727,None
2706,First North All-Share ISK,SE0001910944,None
2707,First North All-Share SEK,SE0001718701,7374746
2708,Fiskars A,FI0009000400,35238 35242 35241 35202 35237 35252 35263 35203 35264 35253
2713,Flügger Group B,DK0010218189,35267 35202 35237 35252 35263 35240 35266 35205 35255 35270
2727,Atlantic Petroleum,FO000A0DN9X4,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
2729,Føroya Banki,FO0000000088,35239 35204 35265 35269 35267 35202 35237 35252 35263 35254
2736,Fastpartner A,SE0013512506,large cap
2738,Formpipe Software,SE0001338039,small cap
2750,G5 Entertainment,SE0001824004,small cap
2751,Gabriel Holding,DK0060124691,35267 35202 35237 35252 35263 35266 35270 35255 35240 35205
2753,Genmab,DK0010272202,35238 35203 35264 35268 35267 35202 35237 35252 35263 35253 5390100
2754,Generic Sweden,SE0001790791,first north
2756,Genovis,SE0002485979,first north
2767,Binero Group,SE0005249570,first north
2768,Glunz & Jensen Holding,DK0010249309,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
2769,Glaston,FI4000587340,35255 35240 35244 35241 35202 35237 35252 35263 35205 35266
2770,GN Store Nord,DK0010272632,35238 35203 35264 35268 35267 35202 35237 35252 35263 35253 5390100
2782,Lån & Spar Invest Danske Aktier,DK0060101996,35275
2783,Gudme Raaschou European High Yield,DK0016205255,35278
2785,Lån & Spar Invest Europa Classics,DK0010235431,35275
2787,Lån & Spar Invest Verden Selection,DK0010274760,35275
2788,Gudme Raaschou US High Yield,DK0060477859,35278
2789,Grønlandsbanken,DK0010230630,35267 35202 35237 35252 35263 35265 35204 35254 35239 35269
2791,Pharma Equity Group,DK0061155009,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
2797,Gyldendal A,DK0010247527,35267 35202 35237 35252 35263 35240 35266 35205 35255 35270
2798,Gyldendal B,DK0010247600,35267 35202 35237 35252 35263 35240 35266 35205 35255 35270
2800,Jyske Invest Danske Aktier,DK0010232768,35275
2816,Harboes Bryggeri B,DK0060014751,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
2818,Havsfrun Investment B,SE0000312043,small cap
2820,Heba B,SE0017911480,mid cap
2826,H+H International,DK0015202451,35267 35202 35237 35252 35263 35239 35204 35265 35269 35254
2827,Hultström Group B,SE0000483943,first north
2830,HKFoods A,FI0009006308,35241 35202 35237 35252 35263 35255 35240 35244 35205 35266
2926,H&M B,SE0000106270,large cap
2956,Sandvik,SE0000667891,large cap
2957,Hansa Biopharma,SE0002148817,mid cap
2958,HMS Networks,SE0009997018,large cap
2961,MT Højgaard Holding,DK0010255975,35267 35202 35237 35252 35263 35265 35269 35254 35239 35204
3012,Holmen A,SE0011090000,large cap
3013,Holmen B,SE0011090018,large cap
3014,HomeMaid B,SE0001426131,spotlight
3015,Honkarakenne B,FI0009900104,35255 35240 35244 35241 35202 35237 35252 35263 35205 35266
3017,Hexpol B,SE0007074281,large cap
3019,Hufvudstaden A,SE0000170375,large cap
3021,Huhtamäki,FI0009000459,35238 35242 35241 35202 35237 35252 35263 35203 35264 35253 5392391
3046,Husqvarna A,SE0001662222,large cap
3047,Husqvarna B,SE0001662230,large cap
3049,Hvidbjerg Bank,DK0060135978,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
3252,Incap,FI0009006407,35241 35202 35237 35252 35263 35265 35254 35243 35239 35204
3262,German High Street Properties,DK0060093524,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
3263,Independent Bond,DK0060091908,35275
3264,Independent Global,DK0060549277,35275
3265,Independent Generations,DK0060549350,35275
3266,Intrum,SE0000936478,mid cap
3268,Ilkka,FI0009800205,35255 35240 35244 35241 35202 35237 35252 35263 35205 35266
3270,Impact Coatings,SE0001279142,first north
3273,Indutrade,SE0001515552,large cap
3274,Industrivärden A,SE0000190126,large cap
3275,Industrivärden C,SE0000107203,large cap
3294,Investor A,SE0015811955,large cap
3298,ITAB Shop Concept,SE0015962097,mid cap
3299,INVISIO,SE0001200015,large cap
3314,Jeudan,DK0061282464,35238 35203 35264 35268 35267 35202 35237 35252 35263 35253
3317,JLT Mobile Computers,SE0000725624,first north
3318,JM,SE0000806994,large cap
3328,Jyske Invest Fjern Akt Spec KL,DK0010240431,35275
3342,Jyske Invest Lange Obligationer,DK0015855332,35278
3346,Jyske Invest Nye Obl.mark. Mix,DK0016002652,35278
3347,Jyske Invest Nye Obl.markeder Valuta,DK0060010098,35278
3349,Jyske Invest Nye Aktiemarkeder KL,DK0010149863,35275
3350,Jyske Invest Obligationer og Aktier KL,DK0010106384,35281
3358,Jyske Invest Virksomhedsobligationer,DK0016112915,35278
3359,Jyske Bank,DK0010307958,35238 35203 35264 35268 35267 35202 35237 35252 35263 35253 5390100
3360,KABE Group B,SE0000107724,mid cap
3375,Københavns Lufthavne,DK0010201102,35238 35203 35264 35268 35267 35202 35237 35252 35263 35253
3377,Konecranes,FI0009005870,35238 35242 35241 35202 35237 35252 35263 35203 35264 35253 5392391
3378,Kesla A,FI0009900237,35255 35240 35244 35241 35202 35237 35252 35263 35205 35266
3379,Kesko A,FI0009007900,35238 35242 35241 35202 35237 35252 35263 35203 35264 35253
3380,Kesko B,FI0009000202,35238 35242 35241 35202 35237 35252 35263 35203 35264 35253 5392391
3384,Kinnevik A,SE0022060513,large cap
3386,Brd. Klee B,DK0010129089,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
3388,Copenhagen Capital,DK0060093607,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
3390,Viscaria,SE0021148160,mid cap
3393,Kone B,FI0009013403,35238 35242 35241 35202 35237 35252 35263 35203 35264 35253 5392391
3396,Knowit,SE0000421273,mid cap
3397,Kemira,FI0009004824,35238 35242 35241 35202 35237 35252 35263 35203 35264 35253 5392391
3398,Kreditbanken,DK0010253764,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
3399,Keskisuomalainen,FI0009007546,35255 35240 35244 35241 35202 35237 35252 35263 35205 35266
3402,Lagercrantz Group B,SE0014990966,large cap
3403,Lammhults Design Group B,SE0000386138,small cap
3405,Lån og Spar Bank,DK0010201532,35267 35202 35237 35252 35263 35239 35204 35265 35269 35254
3407,Luotea,FI4000592464,35239 35243 35241 35202 35237 35252 35263 35204 35265 35254
3411,Latour B,SE0010100958,large cap
3422,Maj Invest Vækstaktier,DK0060005254,35275
3423,Maj Invest Danske Aktier,DK0060005171,35275
3424,Maj Invest Danske Obligationer,DK0060005098,35278
3426,Maj Invest Globale OblAkk,DK0060037455,35281
3427,Maj Invest UCITS ETF Globale Udb.aktier,DK0060157196,35275
3428,Maj Invest Globale Obligationer,DK0060004950,35278
3429,Maj Invest Opsparing,DK0060004877,35281
3430,Maj Invest Value Aktier,DK0060005338,35275
3433,Lindab International,SE0001852419,large cap
3435,Atrium Ljungberg B,SE0024320832,large cap
3439,Lollands Bank,DK0060000107,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
3440,Loomis,SE0014504817,large cap
3441,Lovisagruvan,SE0000418873,spotlight
3442,Apetit,FI0009003503,35255 35240 35244 35241 35202 35237 35252 35263 35205 35266
3446,Lundin Mining Corporation,CA5503721063,large cap
3447,Lundbeck B,DK0061804770,35238 35203 35253 35264 35268 35267 35202 35237 35252 35263
3448,Lundberg B,SE0000108847,large cap
3539,Luxor B,DK0010213628,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
3542,A.P. Møller - Mærsk A,DK0010244425,35238 35203 35264 35268 35267 35202 35237 35252 35263 35253 5390100
3543,A.P. Møller - Mærsk B,DK0010244508,35238 35203 35264 35268 35267 35202 35237 35252 35263 35253 5390100
3546,Martela A,FI0009900385,35255 35240 35244 35241 35202 35237 35252 35263 35205 35266
3561,MedCap,SE0009160872,mid cap
3664,Malmbergs Elektriska B,SE0000507659,small cap
3673,MEKO,SE0002110064,mid cap
3679,Mycronic,SE0025158629,large cap
3680,HAKI Safety A,SE0000122657,small cap
3681,HAKI Safety B,SE0000122673,small cap
3683,Miris Holding,SE0026821373,spotlight
3684,Marimekko,FI0009007660,35241 35202 35237 35252 35263 35243 35239 35204 35265 35254
3685,Møns Bank,DK0060133841,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
3688,Stockwik Förvaltning,SE0012257970,small cap
3694,Servana,SE0001860511,spotlight
3695,Metsä Board A,FI0009000640,35238 35242 35241 35202 35237 35252 35263 35203 35264 35253
3696,Metsä Board B,FI0009000665,35238 35242 35241 35202 35237 35252 35263 35203 35264 35253 5392391
3698,mySafety Group B,SE0010769182,small cap
3700,Midsona A,SE0000565210,small cap
3701,Midsona B,SE0000565228,small cap
3703,MTG A,SE0018012486,mid cap
3725,Medivir,SE0020181014,small cap
3785,NAXS,SE0001965369,small cap
3787,NCC A,SE0000118952,large cap
3788,NCC B,SE0000117970,large cap
3789,Nordea Bank,FI4000297767,35238 35203 35264 35268 35267 35202 35237 35252 35263 35253 5390100
3880,Nordea Invest Aktier KL 1,DK0010250158,35275
3881,Nordea Invest Aktier II KL 1,DK0015357065,35275
3882,Nordea Invest Korte Obl Lagerb. KL 1,DK0060014678,35278
3884,Nordea Invest Danske Aktier Fokus KL 1,DK0060012466,35275
3887,Nordea Invest Danmark KL 1,DK0010265859,35275
3890,Nordea Invest European HY Bonds KL 1,DK0016306798,35278
3891,Nordea Invest Emerging markets KL 1,DK0010308170,35275
3893,Nordea Invest European Stars KL 1,DK0010265693,35275
3894,Nordea Invest Virksomhedsobl KL 1,DK0016015399,35278
3897,Nordea Invest Fonde KL 1,DK0060145183,35278
3898,Nordea Invest Globale UdbytteAktier KL 1,DK0010265503,35275
3899,Nordea Invest Globale Obligationer KL 1,DK0010170398,35278
3900,Nordea Invest Global Stars KL 1,DK0010301324,35275
3902,Nordea Invest HøjrenteLande KL 1,DK0016254899,35278
3903,Nordea Invest Virksomhedsobl Høj KL 1,DK0016067432,35278
3906,Nordea Invest Global Small Cap KL 1,DK0016050974,35275
3917,Nordea Invest Mellemlange Ob KL 1,DK0015168686,35278
3919,Nordea Invest Nordic Stars KL 1,DK0060095735,35275
3920,Nordea Invest Nordic Small Cap KL 1,DK0015974695,35275
3926,Nordea Invest Stabile Aktier Akk KL 1,DK0060096030,35275
3927,Nordea Invest Stabil Balanceret KL 1,DK0060014595,35281
3928,Nordea Invest Stabile Aktier KL 1,DK0060048304,35275
3930,Nordea Invest Basis 3 KL 1,DK0016196082,35281
3931,Nordea Invest Basis 1 KL 1,DK0016195860,35281
3932,Nordea Invest Basis 2 KL 1,DK0016195944,35281
3933,Nordea Invest North American Stars KL 1,DK0010265776,35275
3935,Reka Industrial,FI0009800296,35255 35240 35244 35241 35202 35237 35252 35263 35205 35266
3937,Neste,FI0009013296,35238 35242 35241 35202 35237 35252 35263 35203 35264 35253 5392391
3939,Net Insight B,SE0000366098,mid cap
3943,NTG Nordic Transport Group,DK0061141215,35267 35202 35237 35252 35263 35239 35204 35265 35269 35254
3944,New Wave B,SE0020356970,large cap
3947,Nibe Industrier B,SE0015988019,large cap
3950,NKT,DK0010287663,35267 35202 35237 35252 35263 35268 35253 35203 35238 35264 5390100
3951,Nurminen Logistics,FI0009900187,35255 35240 35244 35241 35202 35237 35252 35263 35205 35266
3952,Nederman Holding,SE0011204510,mid cap
3954,New Nordic Healthbrands,SE0001838038,first north
3956,Nobia,SE0028900134,mid cap
4030,Nolato B,SE0015962477,large cap
4035,Note,SE0001161654,mid cap
4037,Novo Nordisk B,DK0062498333,35238 35203 35264 35268 35267 35202 35237 35252 35263 35253 5390100
4038,Novus Group,SE0001989260,spotlight
4039,Park Street A,DK0010158500,35255 35240 35205 35266 35270 35267 35202 35237 35252 35263
4041,Nokian Renkaat,FI0009005318,35238 35242 35241 35202 35237 35252 35263 35203 35264 35253 5392391
4048,Novotek B,SE0000567752,small cap
4054,Nykredit Invest Danske Aktier,DK0010297118,35275
4055,Nykredit Invest Danske Aktier Akk.,DK0060034270,35275
4066,Nykredit Invest Korte Obligationer Akk.,DK0060033975,35278
4068,Nykredit Invest Korte obligationer,DK0060009249,35278
4069,Nykredit Inv Lange Ob Akk KL A,DK0060034007,35278
4073,Nykredit Invest Lange Obl KL A,DK0060009405,35278
4075,Nykredit Invest Balance Moderat KL,DK0016188816,35281
4076,Nykredit Invest Balance Defensiv KL,DK0016188733,35281
4078,Novonesis (Novozymes) B,DK0060336014,35238 35203 35264 35268 35267 35202 35237 35252 35263 35253 5390100
4080,Logistea A,SE0017131329,mid cap
4143,OEM International B,SE0017766843,large cap
4169,Online Brands Nordic,SE0017133838,first north
4203,Oriola,FI0009014351,35239 35243 35241 35202 35237 35252 35263 35204 35265 35254
4207,Olvi A,FI0009900401,35239 35243 35241 35202 35237 35252 35263 35204 35265 35254
4218,OMX Copenhagen Benchmark Cap_GI,DK0060487494,None
4219,OMX Copenhagen Benchmark Cap_PI,DK0060487577,None
4222,OMX Copenhagen Benchmark_PI,DK0060487734,None
4223,OMX Copenhagen Cap_GI,DK0060487817,None
4224,OMX Copenhagen Cap_PI,DK0060488039,None
4225,OMX Copenhagen_GI,DK0060488112,None
4226,OMX_Copenhagen_Mid_Cap_GI,SE0001776683,None
4227,OMX_Copenhagen_Mid_Cap_PI,SE0001776675,7374748
4230,OMX_Copenhagen_Small_Cap_GI,SE0001776709,None
4231,OMX_Copenhagen_Small_Cap_PI,SE0001776691,7374748
4239,OMX Helsinki 25 Expiration,FI0008900451,None
4240,OMX Helsinki Benchmark CAP_PI,FI0008902309,None
4241,OMX Helsinki Benchmark_GI,FI0008902317,None
4242,OMX Helsinki Benchmark_PI,FI0008902325,None
4243,OMX Helsinki Cap_GI,FI0008900238,None
4244,OMX Helsinki Cap_PI,FI0008900014,None
4245,OMX Helsinki_GI,FI0008900220,None
4246,OMX_Helsinki_Mid_Cap_GI,SE0001775743,None
